session_date,xnas_close_utc,btc_candle_start,btc_close_at_xnas,matched
2024-07-19,2024-07-19 20:00:00+00:00,2024-07-19 19:00:00+00:00,67207.36,True
2024-07-22,2024-07-22 20:00:00+00:00,2024-07-22 19:00:00+00:00,68276.66,True
2024-07-23,2024-07-23 20:00:00+00:00,2024-07-23 19:00:00+00:00,65525.0,True
2024-07-24,2024-07-24 20:00:00+00:00,2024-07-24 19:00:00+00:00,65651.94,True
2024-07-25,2024-07-25 20:00:00+00:00,2024-07-25 19:00:00+00:00,64663.15,True
2024-07-26,2024-07-26 20:00:00+00:00,2024-07-26 19:00:00+00:00,68008.63,True
2024-07-29,2024-07-29 20:00:00+00:00,2024-07-29 19:00:00+00:00,67297.37,True
2024-07-30,2024-07-30 20:00:00+00:00,2024-07-30 19:00:00+00:00,65891.91,True
2024-07-31,2024-07-31 20:00:00+00:00,2024-07-31 19:00:00+00:00,65222.44,True
2024-08-01,2024-08-01 20:00:00+00:00,2024-08-01 19:00:00+00:00,63346.4,True
2024-08-02,2024-08-02 20:00:00+00:00,2024-08-02 19:00:00+00:00,62553.57,True
2024-08-05,2024-08-05 20:00:00+00:00,2024-08-05 19:00:00+00:00,53469.64,True
2024-08-06,2024-08-06 20:00:00+00:00,2024-08-06 19:00:00+00:00,56787.45,True
2024-08-07,2024-08-07 20:00:00+00:00,2024-08-07 19:00:00+00:00,54755.89,True
2024-08-08,2024-08-08 20:00:00+00:00,2024-08-08 19:00:00+00:00,59461.06,True
2024-08-09,2024-08-09 20:00:00+00:00,2024-08-09 19:00:00+00:00,60704.82,True
2024-08-12,2024-08-12 20:00:00+00:00,2024-08-12 19:00:00+00:00,59055.01,True
2024-08-13,2024-08-13 20:00:00+00:00,2024-08-13 19:00:00+00:00,60833.19,True
2024-08-14,2024-08-14 20:00:00+00:00,2024-08-14 19:00:00+00:00,58901.63,True
2024-08-15,2024-08-15 20:00:00+00:00,2024-08-15 19:00:00+00:00,57036.01,True
2024-08-16,2024-08-16 20:00:00+00:00,2024-08-16 19:00:00+00:00,59710.88,True
2024-08-19,2024-08-19 20:00:00+00:00,2024-08-19 19:00:00+00:00,58979.76,True
2024-08-20,2024-08-20 20:00:00+00:00,2024-08-20 19:00:00+00:00,59517.0,True
2024-08-21,2024-08-21 20:00:00+00:00,2024-08-21 19:00:00+00:00,61610.76,True
2024-08-22,2024-08-22 20:00:00+00:00,2024-08-22 19:00:00+00:00,60314.46,True
2024-08-23,2024-08-23 20:00:00+00:00,2024-08-23 19:00:00+00:00,63649.84,True
2024-08-26,2024-08-26 20:00:00+00:00,2024-08-26 19:00:00+00:00,63369.76,True
2024-08-27,2024-08-27 20:00:00+00:00,2024-08-27 19:00:00+00:00,62109.68,True
2024-08-28,2024-08-28 20:00:00+00:00,2024-08-28 19:00:00+00:00,58904.42,True
2024-08-29,2024-08-29 20:00:00+00:00,2024-08-29 19:00:00+00:00,59253.71,True
2024-08-30,2024-08-30 20:00:00+00:00,2024-08-30 19:00:00+00:00,58674.49,True
2024-09-03,2024-09-03 20:00:00+00:00,2024-09-03 19:00:00+00:00,58017.88,True
2024-09-04,2024-09-04 20:00:00+00:00,2024-09-04 19:00:00+00:00,58043.49,True
2024-09-05,2024-09-05 20:00:00+00:00,2024-09-05 19:00:00+00:00,56035.77,True
2024-09-06,2024-09-06 20:00:00+00:00,2024-09-06 19:00:00+00:00,53478.7,True
2024-09-09,2024-09-09 20:00:00+00:00,2024-09-09 19:00:00+00:00,57101.12,True
2024-09-10,2024-09-10 20:00:00+00:00,2024-09-10 19:00:00+00:00,57960.57,True
2024-09-11,2024-09-11 20:00:00+00:00,2024-09-11 19:00:00+00:00,57604.58,True
2024-09-12,2024-09-12 20:00:00+00:00,2024-09-12 19:00:00+00:00,58407.05,True
2024-09-13,2024-09-13 20:00:00+00:00,2024-09-13 19:00:00+00:00,59760.46,True
2024-09-16,2024-09-16 20:00:00+00:00,2024-09-16 19:00:00+00:00,57936.06,True
2024-09-17,2024-09-17 20:00:00+00:00,2024-09-17 19:00:00+00:00,59975.42,True
2024-09-18,2024-09-18 20:00:00+00:00,2024-09-18 19:00:00+00:00,60061.01,True
2024-09-19,2024-09-19 20:00:00+00:00,2024-09-19 19:00:00+00:00,63266.78,True
2024-09-20,2024-09-20 20:00:00+00:00,2024-09-20 19:00:00+00:00,62806.9,True
2024-09-23,2024-09-23 20:00:00+00:00,2024-09-23 19:00:00+00:00,63297.31,True
2024-09-24,2024-09-24 20:00:00+00:00,2024-09-24 19:00:00+00:00,64300.87,True
2024-09-25,2024-09-25 20:00:00+00:00,2024-09-25 19:00:00+00:00,63167.39,True
2024-09-26,2024-09-26 20:00:00+00:00,2024-09-26 19:00:00+00:00,64722.33,True
2024-09-27,2024-09-27 20:00:00+00:00,2024-09-27 19:00:00+00:00,65664.45,True
2024-09-30,2024-09-30 20:00:00+00:00,2024-09-30 19:00:00+00:00,63464.76,True
2024-10-01,2024-10-01 20:00:00+00:00,2024-10-01 19:00:00+00:00,61745.74,True
2024-10-02,2024-10-02 20:00:00+00:00,2024-10-02 19:00:00+00:00,60164.4,True
2024-10-03,2024-10-03 20:00:00+00:00,2024-10-03 19:00:00+00:00,61030.5,True
2024-10-04,2024-10-04 20:00:00+00:00,2024-10-04 19:00:00+00:00,62373.62,True
2024-10-07,2024-10-07 20:00:00+00:00,2024-10-07 19:00:00+00:00,63368.59,True
2024-10-08,2024-10-08 20:00:00+00:00,2024-10-08 19:00:00+00:00,62216.84,True
2024-10-09,2024-10-09 20:00:00+00:00,2024-10-09 19:00:00+00:00,60968.18,True
2024-10-10,2024-10-10 20:00:00+00:00,2024-10-10 19:00:00+00:00,59670.0,True
2024-10-11,2024-10-11 20:00:00+00:00,2024-10-11 19:00:00+00:00,63094.66,True
2024-10-14,2024-10-14 20:00:00+00:00,2024-10-14 19:00:00+00:00,65914.86,True
2024-10-15,2024-10-15 20:00:00+00:00,2024-10-15 19:00:00+00:00,66975.69,True
2024-10-16,2024-10-16 20:00:00+00:00,2024-10-16 19:00:00+00:00,67725.74,True
2024-10-17,2024-10-17 20:00:00+00:00,2024-10-17 19:00:00+00:00,66825.0,True
2024-10-18,2024-10-18 20:00:00+00:00,2024-10-18 19:00:00+00:00,68602.94,True
2024-10-21,2024-10-21 20:00:00+00:00,2024-10-21 19:00:00+00:00,67735.4,True
2024-10-22,2024-10-22 20:00:00+00:00,2024-10-22 19:00:00+00:00,67439.11,True
2024-10-23,2024-10-23 20:00:00+00:00,2024-10-23 19:00:00+00:00,66393.44,True
2024-10-24,2024-10-24 20:00:00+00:00,2024-10-24 19:00:00+00:00,68269.33,True
2024-10-25,2024-10-25 20:00:00+00:00,2024-10-25 19:00:00+00:00,66725.35,True
2024-10-28,2024-10-28 20:00:00+00:00,2024-10-28 19:00:00+00:00,69616.92,True
2024-10-29,2024-10-29 20:00:00+00:00,2024-10-29 19:00:00+00:00,72512.31,True
2024-10-30,2024-10-30 20:00:00+00:00,2024-10-30 19:00:00+00:00,71817.56,True
2024-10-31,2024-10-31 20:00:00+00:00,2024-10-31 19:00:00+00:00,69963.39,True
2024-11-01,2024-11-01 20:00:00+00:00,2024-11-01 19:00:00+00:00,69211.34,True
2024-11-04,2024-11-04 21:00:00+00:00,2024-11-04 20:00:00+00:00,67279.04,True
2024-11-05,2024-11-05 21:00:00+00:00,2024-11-05 20:00:00+00:00,69439.54,True
2024-11-06,2024-11-06 21:00:00+00:00,2024-11-06 20:00:00+00:00,76221.57,True
2024-11-07,2024-11-07 21:00:00+00:00,2024-11-07 20:00:00+00:00,76599.9,True
2024-11-08,2024-11-08 21:00:00+00:00,2024-11-08 20:00:00+00:00,76712.64,True
2024-11-11,2024-11-11 21:00:00+00:00,2024-11-11 20:00:00+00:00,87047.89,True
2024-11-12,2024-11-12 21:00:00+00:00,2024-11-12 20:00:00+00:00,89618.02,True
2024-11-13,2024-11-13 21:00:00+00:00,2024-11-13 20:00:00+00:00,89780.86,True
2024-11-14,2024-11-14 21:00:00+00:00,2024-11-14 20:00:00+00:00,87550.16,True
2024-11-15,2024-11-15 21:00:00+00:00,2024-11-15 20:00:00+00:00,91523.12,True
2024-11-18,2024-11-18 21:00:00+00:00,2024-11-18 20:00:00+00:00,91575.13,True
2024-11-19,2024-11-19 21:00:00+00:00,2024-11-19 20:00:00+00:00,92577.97,True
2024-11-20,2024-11-20 21:00:00+00:00,2024-11-20 20:00:00+00:00,94380.69,True
2024-11-21,2024-11-21 21:00:00+00:00,2024-11-21 20:00:00+00:00,98240.34,True
2024-11-22,2024-11-22 21:00:00+00:00,2024-11-22 20:00:00+00:00,99379.49,True
2024-11-25,2024-11-25 21:00:00+00:00,2024-11-25 20:00:00+00:00,94985.99,True
2024-11-26,2024-11-26 21:00:00+00:00,2024-11-26 20:00:00+00:00,90940.03,True
2024-11-27,2024-11-27 21:00:00+00:00,2024-11-27 20:00:00+00:00,96643.99,True
2024-11-29,2024-11-29 18:00:00+00:00,2024-11-29 17:00:00+00:00,97052.95,True
2024-12-02,2024-12-02 21:00:00+00:00,2024-12-02 20:00:00+00:00,95694.32,True
2024-12-03,2024-12-03 21:00:00+00:00,2024-12-03 20:00:00+00:00,95660.2,True
2024-12-04,2024-12-04 21:00:00+00:00,2024-12-04 20:00:00+00:00,99029.44,True
2024-12-05,2024-12-05 21:00:00+00:00,2024-12-05 20:00:00+00:00,99143.74,True
2024-12-06,2024-12-06 21:00:00+00:00,2024-12-06 20:00:00+00:00,101564.38,True
2024-12-09,2024-12-09 21:00:00+00:00,2024-12-09 20:00:00+00:00,96196.76,True
2024-12-10,2024-12-10 21:00:00+00:00,2024-12-10 20:00:00+00:00,96482.7,True
2024-12-11,2024-12-11 21:00:00+00:00,2024-12-11 20:00:00+00:00,101403.61,True
2024-12-12,2024-12-12 21:00:00+00:00,2024-12-12 20:00:00+00:00,100054.53,True
